Person_ID,Name,Age,Gender,Marital_Status,Num_of_Children,Family_Support_Score,Living_With_Family,Education_Level,Job_Role,Experience_Years,Monthly_Salary,Monthly_Expenses,Savings_Per_Month,Has_Loans,Monthly_EMI,UPI_Transactions_Per_Month,UPI_Total_Amount_Per_Month,UPI_Received_Amount_Per_Month,UPI_Transfer_Purpose_Major,Financial_Stress_Score,Job_Satisfaction_Score,Work_Life_Balance_Score,Physical_Health_Score,Mental_Health_Score,Sleep_Hours_Per_Day,Exercise_Per_Week,Stress_Level,Friends_Support_Score,Social_Activity_Frequency,Is_Happy,Happiness_Score
12610,Person_309,39,Male,Divorced,1,4,No,PhD,Sales,17,23779,60153,16884,No,6927,25,164434,83301,Shopping,7,4,4,7,3,6,0,7,4,High,No,2
12611,Person_310,54,Male,Widowed,4,5,No,High School,Engineer,5,25030,46931,18617,Yes,16395,33,54604,91257,Rent,7,4,10,4,3,4,3,9,6,Low,No,8
12612,Person_311,67,Female,Single,4,2,No,Master,Manager,28,42758,75276,29150,No,24364,7,4889,3515,Rent,5,4,5,4,4,10,1,5,1,High,No,3
12613,Person_312,44,Other,Married,1,4,No,Master,Sales,18,85384,34462,27115,Yes,7871,137,73748,4454,Shopping,5,10,2,1,3,10,0,7,2,Low,No,6
12614,Person_313,54,Other,Widowed,0,1,No,High School,Artist,32,44922,42536,4608,No,6375,47,31971,22873,Rent,10,9,2,7,6,7,2,10,6,Low,Yes,10
12615,Person_314,44,Other,Single,1,2,No,PhD,Sales,0,12889,73268,11906,No,23482,182,50551,73920,Rent,8,8,7,1,4,4,2,7,1,High,No,7
12616,Person_315,48,Other,Single,1,1,No,Master,Manager,2,33808,73305,7234,Yes,3676,106,134273,13727,Rent,7,3,7,10,8,6,0,4,9,Medium,No,6
12617,Person_316,37,Female,Divorced,1,10,Yes,Bachelor,Engineer,20,89836,63176,24356,No,22493,53,108957,69070,Shopping,7,1,6,10,1,10,1,5,6,Medium,No,5
12618,Person_317,65,Female,Divorced,2,10,No,Master,Engineer,34,46083,45776,6610,No,13017,167,89882,99059,Bills,6,1,1,4,8,9,6,2,7,Low,Yes,4
12619,Person_318,37,Male,Widowed,4,4,No,Bachelor,Sales,39,75801,66359,10524,Yes,21781,118,37958,97425,Rent,7,1,3,3,1,7,2,8,1,Low,No,2
12620,Person_319,21,Male,Married,3,4,No,PhD,Manager,2,66993,37294,16984,No,3065,142,5681,49979,Travel,7,4,9,3,1,5,5,1,8,Low,No,9
12621,Person_320,54,Male,Single,3,7,No,Master,Teacher,24,43015,33897,13411,Yes,2036,80,101982,25465,Shopping,10,6,10,1,7,5,1,2,5,Low,Yes,7
12622,Person_321,35,Male,Widowed,2,10,Yes,High School,Artist,37,94741,71201,20668,Yes,3046,145,46870,53900,Food,2,4,1,4,1,5,4,3,5,Low,Yes,7
12623,Person_322,60,Female,Single,1,9,Yes,High School,Artist,19,2860,38414,9180,Yes,26926,95,128396,59799,Shopping,10,3,2,1,9,9,3,7,6,Low,Yes,4
12624,Person_323,55,Other,Single,2,9,Yes,Master,Manager,33,28410,34475,15225,No,16924,101,67203,96129,Bills,2,8,8,8,8,10,6,6,7,High,Yes,5
12625,Person_324,52,Female,Married,2,5,Yes,PhD,Teacher,20,11963,18390,10073,No,27436,150,159224,21330,Shopping,10,8,7,1,1,6,6,7,7,Medium,No,6
12626,Person_325,23,Male,Married,0,10,Yes,PhD,Engineer,22,23545,23301,4483,Yes,76,61,50061,8302,Food,7,6,9,6,2,5,0,5,5,Medium,Yes,2
12627,Person_326,52,Female,Widowed,4,1,Yes,High School,Doctor,5,75546,61721,5901,No,19451,45,188691,78443,Travel,10,9,10,7,2,4,3,4,1,High,Yes,4
12628,Person_327,33,Other,Married,3,1,No,Master,Doctor,12,75049,89157,6129,Yes,15880,86,58235,89966,Food,7,10,4,10,2,5,4,7,9,High,Yes,4
12629,Person_328,40,Other,Married,1,6,Yes,PhD,Manager,22,81039,26387,18138,No,16407,98,37890,72717,Shopping,7,1,4,2,6,10,2,3,6,Medium,No,4
12630,Person_329,67,Female,Widowed,3,2,Yes,High School,Teacher,8,4065,76680,18848,Yes,21518,38,90073,12875,Food,5,8,7,4,4,8,6,10,9,Medium,Yes,7
12631,Person_330,39,Female,Married,3,8,No,Bachelor,Teacher,16,38180,22424,10415,Yes,17059,142,61401,27219,Shopping,1,6,1,3,8,9,5,7,4,Low,No,7
12632,Person_331,27,Female,Divorced,4,9,Yes,Master,Artist,1,97954,81243,4482,No,23052,52,11217,36182,Travel,2,1,10,9,1,8,1,2,2,Medium,No,7
12633,Person_332,26,Male,Single,3,4,No,Bachelor,Engineer,18,99986,39296,9686,Yes,26970,191,48351,80541,Travel,9,4,9,7,10,5,6,8,3,Low,Yes,7
12634,Person_333,22,Female,Single,3,5,No,Bachelor,Sales,18,28261,12402,25428,Yes,4267,190,33741,42269,Bills,8,5,2,2,4,10,6,6,4,Low,No,2
12635,Person_334,36,Female,Single,2,8,Yes,PhD,Teacher,6,4542,57893,7400,No,5988,79,151726,79781,Travel,8,7,1,6,10,5,1,3,10,Medium,Yes,5
12636,Person_335,52,Female,Single,4,3,No,PhD,Sales,19,4934,35174,6806,Yes,27974,15,192386,6457,Rent,10,8,7,9,5,8,4,3,8,Low,Yes,10
12637,Person_336,67,Other,Widowed,0,5,Yes,PhD,Doctor,8,48047,62187,25027,Yes,27335,103,1408,6749,Food,1,9,6,3,9,10,0,5,3,Low,No,2
12638,Person_337,31,Other,Single,1,3,Yes,Master,Sales,16,78092,42254,10516,No,24036,69,42903,33064,Food,6,6,3,6,5,9,6,3,8,High,No,5
12639,Person_338,70,Male,Single,3,10,No,Bachelor,Engineer,26,92125,28346,7396,Yes,8680,193,107042,9821,Shopping,9,10,1,3,3,9,6,6,6,Medium,No,6
12640,Person_339,41,Male,Single,1,3,No,Master,Engineer,1,71631,75608,7338,Yes,1485,140,132290,98297,Travel,8,9,5,3,4,5,3,2,4,High,No,3
12641,Person_340,41,Other,Single,0,3,Yes,PhD,Sales,35,77936,46149,9950,Yes,14713,107,181644,78655,Bills,3,4,10,4,10,9,5,8,7,Low,Yes,6
12642,Person_341,65,Other,Divorced,1,7,No,Bachelor,Manager,18,78826,61777,12500,Yes,20043,46,189870,7664,Bills,4,8,4,9,7,7,2,9,5,Low,No,5
12643,Person_342,49,Other,Single,0,7,No,Master,Teacher,16,89664,79365,11545,Yes,27811,8,122189,29281,Bills,3,3,5,8,1,10,0,7,5,High,No,4
12644,Person_343,57,Female,Divorced,2,7,Yes,Master,Manager,4,70410,13449,28712,Yes,2419,190,109268,31821,Rent,6,4,1,1,6,10,5,3,9,High,No,10
12645,Person_344,57,Female,Widowed,3,10,Yes,High School,Sales,38,99535,45652,5241,Yes,24124,33,30105,24647,Travel,9,10,1,1,8,9,5,10,3,High,No,9
12646,Person_345,64,Other,Married,0,8,No,Master,Teacher,17,92395,10979,23778,Yes,23527,156,69634,69918,Bills,8,4,5,7,1,10,4,4,10,Low,Yes,8
12647,Person_346,70,Female,Single,1,5,Yes,PhD,Artist,6,93112,38388,22821,No,15312,164,117426,81985,Rent,10,6,6,3,8,8,4,10,4,Medium,Yes,7
12648,Person_347,27,Female,Married,3,5,Yes,Master,Manager,16,10712,81557,4695,Yes,3495,170,196135,82799,Food,4,9,5,7,7,6,1,2,5,Low,No,1
12649,Person_348,46,Male,Married,2,4,Yes,Bachelor,Manager,38,15395,2961,11530,Yes,17140,85,138691,90179,Shopping,2,6,2,9,1,8,2,9,1,High,No,9
12650,Person_349,46,Other,Widowed,3,7,Yes,Master,Sales,35,9346,8082,14312,No,10716,114,143011,74944,Travel,8,1,9,3,9,4,0,5,7,Medium,Yes,9
12651,Person_350,53,Other,Married,0,10,Yes,High School,Doctor,39,65431,36495,18972,Yes,12442,63,18226,89142,Travel,8,5,5,3,3,7,1,2,8,High,Yes,6
12652,Person_351,40,Female,Divorced,2,4,Yes,Bachelor,Sales,3,31235,55617,14318,Yes,24832,151,25322,27603,Food,6,9,5,2,2,6,6,10,6,Low,Yes,7
12653,Person_352,49,Other,Married,1,2,Yes,Bachelor,Manager,37,36031,36164,18166,Yes,18163,198,117504,46458,Travel,8,5,10,10,7,5,2,6,9,Medium,Yes,3
12654,Person_353,52,Male,Married,2,4,No,High School,Teacher,24,3792,39715,22331,Yes,12961,33,58215,70605,Travel,9,6,9,1,3,10,3,7,3,Medium,No,5
12655,Person_354,47,Male,Married,2,8,Yes,PhD,Doctor,4,88887,83541,22978,Yes,10307,175,147950,19623,Travel,1,3,3,9,1,4,3,2,2,Low,No,7
12656,Person_355,66,Male,Single,4,9,No,Bachelor,Sales,29,89640,13811,19904,Yes,6487,11,137632,44440,Travel,9,8,5,6,10,4,1,1,5,High,Yes,1
12657,Person_356,52,Other,Single,2,3,No,PhD,Sales,11,49121,78350,26355,No,27924,150,169350,82427,Rent,2,10,5,6,3,7,0,7,9,High,Yes,1
12658,Person_357,24,Other,Divorced,2,7,No,Bachelor,Manager,3,89412,80396,11324,No,29344,96,167284,7704,Rent,1,4,2,8,6,6,2,1,1,High,No,5
12659,Person_358,67,Other,Divorced,3,9,Yes,Bachelor,Manager,23,84595,6463,28149,No,9664,120,94835,93826,Shopping,8,4,4,5,3,4,3,3,1,Low,No,9
12660,Person_359,38,Other,Single,1,4,Yes,PhD,Artist,28,42729,35529,3218,No,16360,140,73079,27460,Travel,8,5,2,9,5,6,3,4,10,High,Yes,7
12661,Person_360,23,Other,Divorced,3,10,No,Bachelor,Sales,8,96538,6858,20141,No,16642,86,23946,83045,Food,4,10,5,5,9,6,0,2,3,Medium,No,1
12662,Person_361,54,Male,Single,3,3,Yes,PhD,Manager,3,49047,40482,4016,Yes,4075,101,162812,82805,Bills,8,9,10,2,7,9,1,7,10,High,Yes,5
12663,Person_362,68,Female,Widowed,0,5,No,High School,Engineer,23,80113,32227,2837,Yes,24882,95,110733,73511,Shopping,7,8,2,6,2,4,4,5,3,High,No,8
12664,Person_363,36,Male,Married,3,1,Yes,PhD,Doctor,13,3523,18325,26957,Yes,24398,172,7253,6565,Bills,2,7,10,9,1,6,6,1,5,Medium,No,8
12665,Person_364,63,Other,Married,4,3,Yes,High School,Engineer,4,13345,52248,22384,Yes,17502,113,79311,88003,Bills,5,5,9,3,7,7,5,8,4,Medium,Yes,2
12666,Person_365,47,Male,Divorced,4,8,No,Bachelor,Doctor,17,44150,45620,16312,Yes,15285,192,32813,4870,Travel,10,9,10,10,4,4,6,10,6,High,No,7
12667,Person_366,49,Other,Single,0,8,No,PhD,Sales,18,80383,17357,7034,No,7631,46,195403,18909,Food,4,9,6,4,7,7,2,7,8,Medium,Yes,10
12668,Person_367,48,Other,Single,1,4,No,Bachelor,Artist,11,77668,72838,7309,No,3017,57,158704,9117,Bills,3,10,8,10,6,7,3,4,8,Low,No,5
12669,Person_368,65,Male,Divorced,1,2,Yes,PhD,Manager,17,34850,3208,14379,Yes,20725,132,48365,67474,Bills,1,10,9,8,7,6,5,2,4,Medium,Yes,9
12670,Person_369,25,Other,Single,3,8,No,High School,Manager,16,31017,39272,4239,Yes,27356,120,67593,93926,Shopping,5,2,8,6,4,6,5,7,1,Low,Yes,3
12671,Person_370,54,Female,Widowed,3,8,Yes,High School,Manager,29,56957,37946,12128,Yes,18042,117,164503,44322,Food,10,4,5,7,3,9,4,2,7,Medium,Yes,1
12672,Person_371,60,Other,Married,3,10,Yes,PhD,Sales,23,93230,82814,20812,No,24762,4,168508,20128,Food,8,8,5,7,5,10,5,6,6,Low,No,4
12673,Person_372,56,Female,Divorced,1,4,Yes,High School,Doctor,10,26403,25373,29669,No,18181,187,149485,97317,Bills,9,1,6,4,3,9,0,1,5,Low,Yes,7
12674,Person_373,43,Female,Divorced,2,3,No,Bachelor,Manager,34,57490,77191,15856,Yes,25500,95,38485,69001,Food,7,5,1,6,3,4,1,7,4,High,Yes,1
12675,Person_374,48,Other,Single,4,2,No,Bachelor,Engineer,22,88300,30989,9611,No,784,20,199304,440,Shopping,1,8,8,9,4,9,2,7,6,Medium,No,2
12676,Person_375,68,Male,Divorced,2,9,No,Master,Manager,16,86345,41946,4150,Yes,28020,151,111504,60955,Shopping,1,2,2,3,8,5,0,4,8,Medium,No,5
12677,Person_376,65,Female,Widowed,2,1,Yes,High School,Sales,0,9117,72923,25906,No,5691,127,16101,49613,Shopping,1,2,6,8,2,4,1,4,6,Medium,Yes,9
12678,Person_377,50,Male,Single,1,7,Yes,Bachelor,Artist,14,6003,52688,11109,No,15765,123,8831,70949,Travel,2,8,9,7,4,7,0,10,3,Low,Yes,1
12679,Person_378,54,Female,Single,2,5,No,PhD,Engineer,31,96351,806,1446,Yes,3196,145,51897,11663,Bills,1,10,3,4,3,9,3,5,9,High,No,4
12680,Person_379,52,Other,Single,0,8,Yes,High School,Manager,8,93660,47970,26016,No,9552,20,5004,19547,Food,4,9,2,10,7,9,3,2,3,Medium,No,3
12681,Person_380,40,Other,Single,3,4,Yes,Bachelor,Manager,14,52076,85274,11936,No,8532,53,45924,81662,Shopping,10,7,10,3,2,10,4,9,4,High,No,5
12682,Person_381,51,Female,Widowed,0,7,No,High School,Teacher,27,42952,9974,11036,Yes,16946,137,152581,5,Bills,9,8,5,7,1,9,0,10,5,High,Yes,5
12683,Person_382,42,Other,Single,4,5,No,PhD,Doctor,23,16148,35974,6468,No,4746,151,37170,7038,Bills,4,5,9,10,10,6,6,4,2,Low,No,10
12684,Person_383,52,Female,Divorced,3,5,No,Bachelor,Engineer,34,44537,82274,14021,Yes,2999,103,43555,6414,Travel,4,1,6,9,1,7,5,9,10,Medium,Yes,2
12685,Person_384,22,Other,Widowed,2,9,Yes,Master,Teacher,21,9200,32454,22174,No,17577,110,145734,87659,Food,7,4,8,10,6,9,3,3,10,High,Yes,5
12686,Person_385,37,Male,Married,4,9,Yes,Master,Artist,26,92269,25710,4175,Yes,11302,115,118115,69506,Food,9,2,8,3,3,8,1,9,2,Medium,Yes,9
12687,Person_386,44,Other,Married,3,9,Yes,High School,Doctor,18,78432,60308,15390,Yes,16452,187,104216,76586,Shopping,7,3,7,10,7,8,4,1,6,Medium,No,5
12688,Person_387,61,Male,Divorced,2,6,Yes,PhD,Engineer,11,55708,28368,5080,No,15595,56,65930,2606,Shopping,1,3,5,9,8,7,5,7,2,Medium,No,10
12689,Person_388,50,Other,Divorced,0,6,Yes,Bachelor,Manager,19,82325,30725,15471,No,22063,127,178475,16482,Bills,1,9,2,8,5,9,2,4,10,High,No,2
12690,Person_389,22,Male,Widowed,3,5,No,PhD,Engineer,0,93720,9977,14893,Yes,18812,150,36365,98829,Food,4,10,10,3,5,10,0,7,1,Low,Yes,7
12691,Person_390,59,Other,Married,2,9,Yes,Bachelor,Manager,20,29096,33356,17248,No,6200,149,62188,71873,Food,4,4,10,8,2,5,6,10,8,Low,Yes,6
12692,Person_391,65,Male,Married,0,10,Yes,High School,Doctor,0,17332,36150,23244,No,5396,195,98633,33948,Shopping,1,2,5,4,8,10,3,6,10,High,No,7
12693,Person_392,43,Female,Married,4,8,Yes,Bachelor,Manager,9,83579,87953,16009,No,23377,161,157745,89987,Rent,6,3,7,6,10,5,6,4,10,Medium,No,8
12694,Person_393,69,Female,Married,4,7,No,PhD,Artist,31,85620,89619,25047,Yes,13410,119,63471,91801,Bills,10,3,7,10,1,4,5,4,1,Medium,Yes,10
12695,Person_394,51,Male,Married,4,7,No,PhD,Sales,38,3445,88121,6217,Yes,13203,69,148228,91250,Food,2,7,2,2,10,4,1,8,10,Low,Yes,5
12696,Person_395,66,Other,Single,4,6,No,High School,Manager,21,53341,56240,5672,Yes,3598,155,57287,20875,Travel,5,8,7,8,9,10,0,7,6,High,Yes,2
12697,Person_396,41,Male,Divorced,1,5,Yes,PhD,Artist,17,28952,14860,1502,No,10564,94,132717,13057,Travel,8,6,6,9,1,9,6,4,1,High,Yes,7
12698,Person_397,42,Other,Single,3,4,No,Bachelor,Sales,31,59645,36174,21068,No,12748,98,59076,32400,Rent,3,4,7,7,1,10,1,6,8,Low,No,7
12699,Person_398,21,Female,Married,3,3,No,High School,Doctor,26,29069,46409,1410,Yes,25419,166,116475,71458,Shopping,9,6,8,8,1,4,4,6,5,High,Yes,8
12700,Person_399,46,Other,Widowed,1,3,No,Bachelor,Doctor,27,57567,19574,3770,Yes,16957,41,50151,68607,Shopping,7,1,4,7,7,6,3,1,3,High,Yes,7
12701,Person_400,61,Female,Widowed,2,6,Yes,PhD,Engineer,17,52399,54442,10097,No,20598,150,67384,87561,Shopping,9,10,1,10,4,5,3,2,5,Low,No,10
12702,Person_401,21,Other,Married,2,4,No,High School,Artist,38,53024,48511,21043,No,7636,69,99865,27503,Travel,1,8,8,4,7,7,4,4,1,Low,No,7
12703,Person_402,45,Other,Married,4,6,Yes,Bachelor,Artist,28,32836,25743,4001,No,27172,1,33541,23765,Shopping,5,1,8,1,5,10,1,6,1,High,No,9
12704,Person_403,36,Other,Widowed,0,3,Yes,PhD,Teacher,17,30307,6777,28080,No,29317,151,72847,46612,Travel,3,5,3,3,7,9,6,6,4,High,No,8
12705,Person_404,59,Male,Single,2,4,No,PhD,Teacher,7,43900,19736,19867,Yes,17862,144,50955,98318,Rent,4,2,3,7,10,9,0,1,9,Low,Yes,2
12706,Person_405,52,Male,Single,0,9,Yes,Master,Sales,30,21332,10136,20946,No,10265,108,140362,84335,Bills,4,6,5,7,7,8,1,8,9,Low,Yes,2
12707,Person_406,28,Female,Married,3,5,No,PhD,Sales,33,35749,66329,598,No,9705,64,190014,93012,Food,7,9,3,3,4,5,0,2,1,Medium,Yes,7
12708,Person_407,62,Female,Single,0,7,Yes,Bachelor,Teacher,6,9729,54102,25567,Yes,22511,69,161215,81748,Rent,10,5,5,1,2,5,5,5,3,High,Yes,10
12709,Person_408,67,Male,Widowed,3,10,No,High School,Sales,35,79563,81725,26508,Yes,29703,68,155581,9428,Travel,8,4,8,10,8,5,4,4,4,High,Yes,10
12710,Person_409,58,Female,Single,1,2,No,Master,Manager,17,8324,2894,10976,No,25544,120,87780,31419,Rent,10,2,1,9,2,10,2,5,2,Low,No,3
12711,Person_410,48,Male,Married,1,5,No,PhD,Teacher,37,93841,9574,19425,Yes,14298,108,167813,65195,Food,5,3,2,6,9,4,0,5,7,Low,No,1
12712,Person_411,61,Other,Widowed,4,9,Yes,PhD,Artist,8,75174,87198,24544,No,23060,59,157970,73695,Bills,10,6,2,7,5,6,3,10,3,Medium,Yes,9
12713,Person_412,45,Female,Single,2,3,No,PhD,Manager,8,77038,75682,6391,No,18580,177,99919,89846,Food,7,8,4,1,9,10,5,8,1,Medium,No,3
12714,Person_413,54,Female,Divorced,4,9,Yes,Bachelor,Sales,7,36123,85197,23671,Yes,9703,92,112854,39142,Travel,3,8,9,1,9,7,3,10,1,Low,Yes,1
12715,Person_414,69,Male,Widowed,3,6,No,Master,Doctor,34,15367,87159,16450,Yes,13336,11,194020,71540,Food,3,5,2,4,8,4,5,7,3,High,Yes,6
12716,Person_415,44,Female,Widowed,4,4,Yes,Bachelor,Engineer,17,98875,77475,14908,No,8166,102,61768,38289,Rent,3,5,9,7,8,10,3,9,6,Medium,Yes,4
12717,Person_416,43,Female,Divorced,0,7,Yes,Master,Teacher,4,20375,88827,24507,Yes,25230,174,43262,76948,Shopping,4,10,7,8,4,6,1,1,4,Low,Yes,1
12718,Person_417,32,Other,Divorced,3,8,No,High School,Doctor,13,39039,7617,11590,No,16116,194,136578,58951,Rent,6,3,10,10,4,5,6,6,1,Low,Yes,4
12719,Person_418,26,Female,Widowed,1,6,No,Bachelor,Sales,27,1747,51649,16279,No,6050,111,20605,11755,Travel,5,7,8,9,2,6,1,6,7,Low,No,8
12720,Person_419,55,Other,Divorced,2,5,No,Bachelor,Artist,29,74642,32074,2750,No,11184,64,78590,84553,Bills,8,6,1,1,4,4,1,2,2,High,No,7
12721,Person_420,64,Male,Married,3,6,No,High School,Engineer,3,85484,81746,25045,Yes,21034,154,28231,3890,Food,5,1,5,4,4,10,6,8,5,Low,Yes,1
12722,Person_421,39,Female,Married,3,5,No,Master,Doctor,38,78228,27336,9916,No,12712,47,79397,94376,Bills,5,4,9,4,6,5,5,6,8,Low,Yes,10
12723,Person_422,20,Other,Married,0,8,Yes,PhD,Engineer,19,27509,55902,6806,No,8484,87,77123,17175,Travel,10,6,4,3,3,10,5,10,7,High,No,9
12724,Person_423,27,Male,Widowed,2,1,No,High School,Teacher,24,46167,13939,6429,No,29880,61,13515,74727,Food,2,6,2,7,2,4,6,9,8,Low,Yes,6
12725,Person_424,65,Female,Divorced,1,7,No,PhD,Sales,27,56257,10100,8123,Yes,27177,43,87211,65687,Rent,5,3,6,1,8,7,3,10,10,Low,Yes,2
12726,Person_425,35,Male,Divorced,3,10,Yes,PhD,Artist,11,41044,18711,28561,No,20910,146,169694,84983,Rent,7,6,2,9,2,5,0,5,6,Medium,Yes,3
12727,Person_426,33,Female,Single,3,10,No,High School,Sales,1,304,43521,18015,No,20796,186,16600,88287,Travel,2,10,3,8,8,6,5,7,7,Low,No,7
12728,Person_427,31,Male,Single,0,2,No,Master,Engineer,13,98082,34634,6452,No,29069,135,158964,94711,Food,6,6,8,2,7,4,3,6,9,High,Yes,3
12729,Person_428,70,Male,Divorced,4,9,Yes,PhD,Doctor,21,24606,46915,17158,Yes,21827,54,69310,24288,Rent,7,9,3,2,3,8,0,5,6,Medium,Yes,3
12730,Person_429,42,Other,Divorced,1,1,No,High School,Teacher,30,98195,88545,15456,No,26164,107,152873,46629,Travel,5,9,2,8,6,6,6,6,9,Low,No,5
12731,Person_430,34,Male,Divorced,2,10,No,Bachelor,Teacher,22,11444,20436,27588,No,25171,46,168767,47800,Travel,9,2,6,1,6,6,1,4,2,High,Yes,3
12732,Person_431,47,Female,Widowed,3,6,No,Bachelor,Sales,19,58392,56738,29808,Yes,2593,1,159925,37367,Bills,4,4,3,7,10,5,5,3,2,Low,Yes,3
12733,Person_432,53,Female,Divorced,3,9,Yes,Bachelor,Doctor,37,38108,40093,22491,Yes,10315,112,135501,77810,Rent,10,9,1,9,5,10,2,1,2,Medium,No,5
12734,Person_433,21,Other,Single,1,1,No,High School,Doctor,3,4665,44140,24188,No,15200,166,135678,77754,Food,1,4,3,3,8,9,1,1,6,High,No,5
12735,Person_434,51,Female,Widowed,4,4,Yes,Bachelor,Engineer,14,83039,38020,27079,No,26519,172,135550,89328,Rent,8,8,6,7,5,6,4,6,2,Medium,Yes,9
12736,Person_435,42,Female,Divorced,3,4,No,PhD,Sales,23,46238,31390,26062,No,9107,159,114380,68513,Rent,8,10,3,6,7,4,0,9,3,High,No,1
12737,Person_436,41,Female,Single,1,9,Yes,Bachelor,Sales,24,3781,70204,4019,Yes,23236,192,171206,82762,Rent,7,3,9,7,6,8,2,8,8,High,Yes,1
12738,Person_437,70,Male,Widowed,0,5,No,Bachelor,Manager,0,74109,38682,12419,Yes,23013,165,111780,29022,Travel,8,3,7,7,7,7,1,2,8,Low,Yes,9
12739,Person_438,44,Male,Divorced,4,5,Yes,PhD,Sales,6,56809,12823,929,No,3869,10,156547,69329,Shopping,2,9,5,10,9,8,5,9,4,High,No,5
12740,Person_439,41,Female,Divorced,2,6,Yes,Bachelor,Teacher,30,62267,88227,19396,Yes,15447,137,66177,59414,Shopping,3,10,2,1,3,4,2,8,9,High,Yes,4
12741,Person_440,41,Other,Divorced,3,1,Yes,PhD,Engineer,11,17568,63006,21408,No,27370,111,152802,1659,Bills,9,8,9,3,10,5,3,9,8,Low,No,2
12742,Person_441,68,Male,Widowed,1,1,Yes,Bachelor,Doctor,4,99478,23982,6264,No,29927,186,152185,57941,Rent,1,1,5,10,7,4,0,4,1,High,No,9
12743,Person_442,61,Other,Single,0,9,Yes,PhD,Sales,37,58446,49837,29892,Yes,27654,89,151083,37930,Shopping,8,10,7,1,10,9,4,9,8,High,No,6
12744,Person_443,25,Female,Single,2,3,Yes,Bachelor,Engineer,11,92113,40936,7973,No,7971,54,55746,43473,Bills,8,2,9,5,3,9,3,2,1,High,Yes,9
12745,Person_444,34,Female,Married,1,4,No,PhD,Sales,38,32386,83995,9697,Yes,25551,147,123075,55598,Travel,7,3,4,3,2,9,2,1,4,High,No,5
12746,Person_445,62,Male,Divorced,1,1,No,High School,Doctor,17,87468,78899,21113,Yes,25651,16,173925,16040,Rent,5,2,9,1,7,6,1,9,10,Low,Yes,4
12747,Person_446,56,Female,Married,2,9,Yes,PhD,Artist,1,77934,72209,24345,No,24206,67,85195,69806,Food,4,3,1,2,4,5,0,10,6,Low,No,7
12748,Person_447,52,Male,Married,0,8,Yes,Bachelor,Doctor,9,29342,45789,11136,Yes,2989,132,36818,13286,Travel,10,8,6,10,1,10,5,8,7,Medium,No,5
12749,Person_448,27,Female,Single,0,2,Yes,Bachelor,Doctor,14,46747,9926,19203,No,23446,187,168393,69139,Bills,10,6,2,5,6,9,4,7,10,High,Yes,8
12750,Person_449,63,Female,Widowed,4,8,Yes,Master,Doctor,29,89041,34964,29734,Yes,28043,150,21309,55916,Travel,10,7,8,3,6,10,1,8,4,Low,Yes,8
12751,Person_450,63,Male,Widowed,3,7,No,PhD,Sales,16,73980,32333,23039,No,5340,173,149760,17600,Food,10,10,5,6,6,7,4,1,8,High,No,2
12752,Person_451,24,Male,Single,2,6,Yes,High School,Manager,3,51962,8864,1184,No,9643,51,28176,2291,Travel,6,10,3,9,2,7,5,9,8,Low,Yes,5
12753,Person_452,58,Male,Widowed,2,1,No,PhD,Doctor,6,21001,89511,24864,No,3823,137,68879,13123,Bills,1,6,2,6,1,10,6,10,9,Medium,Yes,10
12754,Person_453,23,Female,Married,2,7,No,PhD,Teacher,30,27482,74413,22727,Yes,13454,173,67592,3811,Food,5,1,8,2,3,4,0,9,6,High,No,8
12755,Person_454,25,Female,Divorced,0,10,Yes,High School,Teacher,38,59956,84771,26387,No,3932,155,84728,78883,Food,4,3,7,2,2,9,2,9,4,Medium,No,3
12756,Person_455,64,Other,Single,3,7,Yes,PhD,Engineer,33,26859,26713,16911,Yes,10220,96,140488,31276,Travel,4,1,9,8,6,6,4,6,2,Medium,Yes,7
12757,Person_456,51,Male,Divorced,4,9,No,High School,Manager,5,1551,18852,916,Yes,8554,170,171066,54145,Food,7,10,8,8,6,7,0,4,7,Medium,No,3
12758,Person_457,49,Female,Widowed,1,1,No,High School,Engineer,37,2775,55994,26284,Yes,2429,153,197494,46619,Travel,9,9,4,6,5,8,4,2,10,Low,No,6
12759,Person_458,66,Female,Divorced,1,2,Yes,PhD,Teacher,33,43084,4927,3574,Yes,28208,182,8584,81049,Rent,8,9,2,10,10,5,1,4,3,High,No,2
12760,Person_459,54,Male,Widowed,2,9,Yes,PhD,Teacher,14,29293,69933,3319,Yes,7444,47,124555,70678,Food,8,5,2,7,10,8,4,7,3,Low,Yes,6
12761,Person_460,59,Other,Widowed,3,9,Yes,Bachelor,Artist,13,779,52340,17790,No,10510,28,93302,88782,Travel,5,4,2,1,5,10,6,1,3,Low,Yes,6
12762,Person_461,35,Male,Married,0,6,No,Bachelor,Doctor,5,17816,13546,17625,Yes,11277,26,122408,91043,Rent,6,9,6,9,9,7,1,9,4,High,Yes,8
12763,Person_462,32,Other,Widowed,3,6,No,Master,Teacher,36,90528,19556,5206,No,10537,145,18830,26714,Food,2,9,7,5,5,7,1,3,2,High,No,5
12764,Person_463,69,Female,Married,3,4,Yes,Master,Sales,31,2982,19386,23633,No,7147,103,77066,55685,Rent,3,3,6,9,10,4,0,4,5,High,Yes,1
12765,Person_464,61,Other,Married,0,4,No,PhD,Sales,2,18266,55678,19517,Yes,7631,59,3591,12194,Food,5,5,2,2,6,4,3,5,3,High,No,8
